movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
The Upside of Angeræ,118,57,805,975,1,9000000,2005,931,6.9,2.35,549,19007
The Boys from Brazilæ,125,76,801,1000,3,12000000,1978,837,7,1.85,0,20660
Aquamarineæ,104,20,717,836,3,12000000,2006,826,5.3,1.85,0,30462
Paper Townsæ,109,14,376,733,2,12000000,2015,558,6.4,2.35,0,63390
My Baby's Daddyæ,86,17,581,873,5,,2004,691,4.5,1.85,151,3119
Nebraskaæ,115,729,622,1000,0,12000000,2013,844,7.8,2.35,28000,91082
Tales from the Crypt: Demon Knightæ,92,226,580,1000,1,13000000,1995,851,6.7,1.85,0,16646
Max Keeble's Big Moveæ,91,25,611,833,0,12000000,2001,626,5.3,1.85,371,5794
Young Adultæ,94,655,390,9000,1,12000000,2011,786,6.3,1.85,0,64682
Crankæ,93,83,501,26000,1,12000000,2006,725,7,1.78,0,196422
How to Be a Playeræ,93,3,324,1000,2,,1997,560,5.3,1.85,439,2301
Living Out Loudæ,100,98,604,1000,1,12000000,1998,849,6.6,2.35,242,4052
Just Wrightæ,100,43,696,988,1,,2010,826,5.8,2.35,0,10103
Rachel Getting Marriedæ,113,438,471,11000,1,,2008,536,6.7,1.85,0,41226
The Postman Always Rings Twiceæ,122,30,85,1000,0,12000000,1981,230,6.6,1.85,1000,16764
Girl with a Pearl Earringæ,100,73,1000,19000,0,,2003,14000,7,2.35,0,60171
Das Bootæ,293,249,18,362,0,14000000,1981,21,8.4,1.85,11000,168203
The Alamoæ,137,102,877,2000,0,107000000,2004,973,6,2.35,701,16832
Sorority Boysæ,93,32,503,529,3,12000000,2002,526,5.4,1.85,507,12007
About Timeæ,123,628,171,565,1,12000000,2013,555,7.8,2.35,105000,202341
House of Flying Daggersæ,119,611,4,755,3,100000000,2004,483,7.6,2.35,0,92295
Arbitrageæ,107,27,360,664,1,12000000,2012,591,6.6,1.85,0,41574
Project Almanacæ,106,16,265,452,0,12000000,2015,328,6.4,2.35,0,57349
Cadillac Recordsæ,109,67,192,436,3,12000000,2008,223,7,2.35,0,15412
Screwedæ,81,25,654,931,0,10000000,2000,744,5.7,1.85,262,6965
Fortressæ,95,216,968,1000,0,8000000,1992,1000,5.9,1.85,1000,23383
For Your Considerationæ,86,378,783,957,0,12000000,2006,925,6.3,1.85,650,12197
Celebrityæ,113,11000,99,537,0,12000000,1998,255,6.3,1.66,652,20576
Running with Scissorsæ,122,708,316,433,0,12000000,2006,398,6.2,2.35,0,20000
From Justin to Kellyæ,90,7,251,525,2,12000000,2003,281,2.1,1.85,0,23606
Girl 6æ,108,0,599,873,3,12000000,1996,680,5,1.85,251,4961
In the Cutæ,113,319,48,1000,0,12000000,2003,65,5.3,1.85,656,18632
Two Loversæ,110,115,103,812,0,12000000,2008,580,7.1,2.35,0,29613
Last Ordersæ,109,40,794,5000,5,12000000,2001,1000,7,2.35,305,5016
The Hostæ,110,584,74,629,0,12215500000,2006,398,7,1.85,7000,68883
The Pursuit of D.B. Cooperæ,100,55,212,3000,0,12000000,1981,642,5.7,1.85,135,763
Ravenousæ,101,61,611,769,0,12000000,1999,692,7.1,2.35,0,29990
Charlie Bartlettæ,97,20,442,21000,5,12000000,2007,569,7,1.85,0,56654
The Great Beautyæ,172,667,70,211,2,9200000,2013,98,7.7,2.35,29000,55516
The Dangerous Lives of Altar Boysæ,104,0,77,1000,4,12000000,2002,165,7.1,1.85,677,12047
Stokeræ,99,0,520,3000,4,12000000,2013,1000,6.8,2.35,27000,84620
2046æ,129,0,576,878,0,12000000,2004,643,7.5,2.35,0,41496
Married Lifeæ,91,60,18,60,4,12000000,2007,46,6.3,1.85,314,8014
Dumaæ,100,19,393,706,0,12000000,2005,442,7.3,1.85,0,6454
Ondineæ,111,277,289,845,2,12000000,2009,327,6.8,1.85,0,16863
Brotheræ,114,0,403,865,0,10000000,2000,685,7.2,1.85,0,18520
Welcome to Collinwoodæ,86,94,146,693,0,12000000,2002,534,6.4,2.35,423,12559
Critical Careæ,107,0,745,941,2,12000000,1997,754,6,1.85,88,1427
The Life Before Her Eyesæ,90,26,350,797,2,8000000,2007,474,6.4,2.35,1000,12125
Darling Companionæ,103,759,820,967,1,,2012,830,5.1,2.35,0,2551
Tradeæ,120,7,289,662,0,12000000,2007,345,7.5,2.35,0,14831
Fatelessæ,134,45,0,9,0,2500000000,2005,2,7.1,2.35,607,5603
Breakfast of Championsæ,110,18,865,13000,1,12000000,1999,883,4.6,1.85,458,6884
"A Woman, a Gun and a Noodle Shopæ",95,611,3,9,1,,2009,4,5.7,2.35,784,2410
Cypheræ,95,165,280,686,2,7500000,2002,327,6.8,1.85,0,27052
City of Life and Deathæ,132,14,3,52,0,12000000,2009,32,7.7,2.35,0,8429
Homeæ,94,12,183,17000,0,135000000,2015,523,6.7,1.85,26000,70133
Legend of Kung Fu Rabbitæ,89,0,188,970,0,,2011,618,3.2,,211,408
Space Battleship Yamatoæ,138,7,16,84,0,12000000,2010,33,6.1,2.35,0,4899
5 Days of Waræ,113,212,18,567,9,20000000,2011,111,5.6,2.35,0,12128
Triangleæ,99,76,42,181,1,12000000,2009,168,6.9,2.35,13000,64423
10 Days in a Madhouseæ,111,0,247,1000,1,12000000,2015,445,7.5,1.85,26000,314
Heaven Is for Realæ,99,130,79,399,,12000000,2014,116,5.8,2.35,23000,21034
Snatchæ,104,0,1000,26000,6,6000000,2000,11000,8.3,1.85,27000,600996
Dancin' It's Onæ,89,49,84,551,6,12000000,2015,85,2.8,,634,105
Pet Semataryæ,103,52,426,969,0,11500000,1989,886,6.6,1.85,0,63855
Madadayoæ,134,0,4,15,0,11900000,1993,6,7.5,1.85,355,3466
The Cry of the Owlæ,100,2,388,680,2,11500000,2009,544,6,2.35,443,3737
A Tale of Three Citiesæ,130,3,2,215,1,12000000,2015,27,6.2,2.35,4,117
Gremlinsæ,106,287,233,767,0,11000000,1984,281,7.2,2.2,14000,142293
Star Wars: Episode IV - A New Hopeæ,125,0,504,11000,1,11000000,1977,1000,8.7,2.35,33000,911097
Dirty Grandpaæ,109,11,411,22000,1,11500000,2016,851,6,2.35,11000,49671
Doctor Zhivagoæ,200,767,382,597,2,11000000,1965,396,8,2.35,7000,55816
Trashæ,114,335,14,585,0,,2014,68,7.2,2.35,0,14437
High School Musical 3: Senior Yearæ,112,197,632,755,1,11000000,2008,734,4.5,1.85,0,43795
The Fighteræ,116,737,141,23000,2,25000000,2010,238,7.9,2.35,36000,275869
Jackass Number Twoæ,92,79,218,608,0,,2006,362,7.1,1.85,641,56595
My Cousin Vinnyæ,120,36,633,886,1,11000000,1992,655,7.5,1.85,7000,82743
If I Stayæ,107,15,602,17000,3,11000000,2014,1000,6.8,2.35,15000,83893
Drive Hardæ,92,53,32,84,2,12000000,2014,37,4.3,,774,3104
Major Leagueæ,107,42,808,1000,3,11000000,1989,854,7.2,1.85,0,49007
St. Trinian'sæ,100,32,621,785,5,13500000,2007,692,5.8,1.85,0,18220
Phone Boothæ,81,541,328,991,0,13000000,2002,465,7.1,2.35,0,207934
A Walk to Rememberæ,101,163,488,683,1,11000000,2002,548,7.4,2.35,19000,162701
Dead Man Walkingæ,122,0,191,276,0,11000000,1995,258,7.6,1.85,0,73193
Cruel Intentionsæ,97,16,637,4000,3,10500000,1999,656,6.9,1.85,0,149222
Saw VIæ,92,52,647,723,0,11000000,2009,651,6,1.85,0,76207
History of the World: Part Iæ,92,0,842,1000,0,11000000,1981,898,6.9,2.35,0,36559
The Secret Life of Beesæ,110,107,549,664,5,11000000,2008,551,7.3,2.35,0,19440
Corky Romanoæ,86,5,532,584,1,11000000,2001,580,4.6,1.85,365,10966
Raising Cainæ,91,0,298,636,0,12000000,1992,330,6,1.85,541,9903
F.I.S.T.æ,145,278,279,13000,2,11000000,1978,595,6.4,1.85,745,5561
Invaders from Marsæ,100,365,225,425,0,12000000,1986,394,5.5,2.35,902,5187
Brooklynæ,111,34,54,838,1,11000000,2015,55,7.5,1.85,36000,73249
Barry Lyndonæ,184,0,111,385,0,11000000,1975,293,8.1,1.66,0,101627
Out Coldæ,89,2,651,799,0,11000000,2001,711,6.3,1.85,0,14656
The Ladies Manæ,84,71,553,8000,1,11000000,2000,723,5.1,1.85,671,10777
Quartetæ,98,0,123,358,4,11000000,2012,156,6.8,2.35,13000,15684
Tomcatsæ,95,5,443,1000,0,11000000,2001,660,5.3,1.85,449,15427
Frailtyæ,100,0,303,11000,0,11000000,2001,472,7.3,1.85,5000,59982
Woman in Goldæ,109,64,553,16000,2,11000000,2015,638,7.3,2.35,34000,33856
Kinseyæ,118,386,812,14000,0,11000000,2004,1000,7.1,2.35,0,42689
Army of Darknessæ,88,0,795,901,0,13000000,1992,888,7.6,1.85,10000,128850
Slackersæ,86,4,424,960,4,11000000,2002,448,5.3,1.85,405,12437
What's Eating Gilbert Grapeæ,118,529,472,40000,1,11000000,1993,29000,7.8,1.85,14000,171882
The Visual Bible: The Gospel of Johnæ,125,10,109,866,1,17000000,2003,147,7.7,1.85,0,2164
Vera Drakeæ,125,608,579,979,1,11000000,2004,594,7.7,1.85,0,20307
The Guruæ,94,18,183,658,3,11000000,2002,463,5.4,1.85,550,13622
The Perez Familyæ,113,300,787,1000,2,11000000,1995,979,6.2,1.85,174,1761
Inside Llewyn Davisæ,104,1000,272,3000,1,11000000,2013,275,7.4,1.85,26000,96233
Oæ,95,596,697,1000,2,5000000,2001,835,6.2,1.85,0,17333
Return to the Blue Lagoonæ,102,8,40,14000,1,11000000,1991,163,5.1,1.85,967,14129
The Molly Maguiresæ,124,58,104,338,0,11000000,1970,275,6.9,2.35,608,2603
Romance & Cigarettesæ,105,0,776,14000,0,,2005,12000,6.3,2.35,0,10052
Copying Beethovenæ,104,238,22,60,0,11000000,2006,35,6.8,2.35,0,11132
Poltergeistæ,120,365,723,887,0,10700000,1982,770,7.4,2.35,11000,105448
Brighton Rockæ,111,17,405,845,2,12000000,2010,641,5.7,2.35,0,5013
Saw Væ,95,43,357,3000,0,10800000,2008,723,5.8,1.85,0,88529
Machine Gun McCainæ,96,4,199,917,0,,1969,545,6.2,2.35,85,618
LOLæ,97,15,19,142,1,11000000,2012,79,4.3,2.35,18000,45144
Jindabyneæ,118,10,48,172,2,15000000,2006,71,6.4,2.35,302,5772
Kabhi Alvida Naa Kehnaæ,193,160,860,8000,2,700000000,2006,1000,6,2.35,659,13998
An Ideal Husbandæ,97,32,327,893,3,14000000,1999,692,6.9,1.85,646,12980
The Last Days on Marsæ,98,7,507,805,0,7000000,2013,766,5.5,2.35,0,28570
Darknessæ,103,57,132,541,0,10600000,2002,451,5.4,2.35,1000,16747
2001: A Space Odysseyæ,161,0,73,273,0,12000000,1968,117,8.3,2.2,24000,427357
E.T. the Extra-Terrestrialæ,120,14000,548,861,0,10500000,1982,725,7.9,1.85,34000,281842
In the Land of Womenæ,97,21,499,17000,0,10000000,2007,1000,6.5,2.35,1000,27689
The Blue Butterflyæ,97,4,194,882,1,12500000,2004,450,6.3,1.85,392,1337
There Goes My Babyæ,99,11,327,665,2,10500000,1994,446,6.4,,119,859
Lovesickæ            ,24,,44,381,3,,,102,7.9,,0,2651
Housefullæ,144,0,119,564,5,,2010,154,5.3,,250,8598
September Dawnæ,111,58,258,482,0,11000000,2007,362,5.8,1.85,411,2618
For Greater Glory: The True Story of Cristiadaæ,145,0,280,639,1,10818775,2012,377,6.6,2.35,0,3665
La Famille B_lieræ,106,7,24,68,4,11000000,2014,29,7.4,1.85,0,15060
Good Will Huntingæ,126,835,893,49000,2,10000000,1997,13000,8.3,1.85,31000,604904
Misconductæ,106,29,571,14000,3,11000000,2016,12000,5.3,2.35,0,6935
Saw IIIæ,121,163,482,723,0,10000000,2006,651,6.2,1.85,0,142115
Stripesæ,117,425,901,13000,1,10000000,1981,11000,6.9,1.85,0,48629
Bring It Onæ,98,235,229,4000,1,10000000,2000,464,5.9,1.85,0,70141
The Purge: Election Yearæ,109,65,393,798,1,10000000,2016,465,6.1,2.35,0,17596
She's All Thatæ,95,7,1000,23000,2,10000000,1999,1000,5.8,1.85,0,67115
Preciousæ,109,304,736,939,0,10000000,2009,906,7.3,1.85,12000,86956
Saw IVæ,96,163,448,723,0,10000000,2007,651,5.9,1.85,0,111087
White Noiseæ,101,13,368,494,0,10000000,2005,392,5.5,2.35,0,41763
Madea's Family Reunionæ,107,0,685,1000,4,6000000,2006,907,5,1.85,676,8962
The Color of Moneyæ,119,17000,638,10000,1,13800000,1986,970,7,1.85,0,57831
The Longest Dayæ,178,19,196,726,3,10000000,1962,249,7.8,2.35,0,43270
The Mighty Ducksæ,100,65,577,633,8,10000000,1992,613,6.4,1.85,0,44502
The Grudgeæ,98,70,634,4000,0,10000000,2004,1000,5.9,1.85,4000,115050
Happy Gilmoreæ,92,221,491,11000,1,12000000,1996,503,7,1.85,0,156143
Jeepers Creepersæ,90,108,270,1000,0,10000000,2001,322,6.1,1.85,0,86890
Bill & Ted's Excellent Adventureæ,90,65,730,18000,6,10000000,1989,769,6.9,2.35,0,85362
Oliver!æ,153,82,139,695,1,10000000,1968,275,7.5,2.35,0,25303
The Best Exotic Marigold Hotelæ,124,108,186,1000,3,10000000,2011,400,7.3,2.35,48000,75306
Recess: School's Outæ,82,6,345,759,0,23000000,2001,563,6.5,1.85,227,6808
Mad Max Beyond Thunderdomeæ,107,750,60,794,2,12305523,1985,531,6.2,2.35,0,101840
Commandoæ,75,73,581,1000,0,10000000,1985,745,6.7,1.85,0,111649
The Boyæ,97,19,130,4000,0,10000000,2016,334,6,2.35,20000,35654
Devilæ,80,66,816,2000,0,10000000,2010,904,6.3,2.35,16000,104089
Friday After Nextæ,85,7,615,723,0,20000000,2002,706,5.8,1.85,981,19284
Insidious: Chapter 3æ,97,482,482,852,0,10000000,2015,542,6.1,2.35,29000,54190
The Last Dragonæ,109,78,619,854,1,10000000,1985,841,6.9,1.85,0,9424
Snatchæ,104,0,1000,26000,6,6000000,2000,11000,8.3,1.85,27000,600996
The Lawnmower Manæ,140,32,120,535,0,10000000,1992,211,5.4,1.85,0,27800
Nick and Norah's Infinite Playlistæ,90,6,617,904,2,9000000,2008,715,6.7,1.85,0,74887
Dogmaæ,130,0,769,13000,8,10000000,1999,1000,7.4,2.35,10000,181737
The Banger Sistersæ,98,7,73,931,2,10000000,2002,797,5.6,2.35,744,12388
Twilight Zone: The Movieæ,101,287,257,745,0,10000000,1983,730,6.5,1.85,0,25613
Road Houseæ,114,9,466,623,1,17000000,1989,472,6.5,2.35,0,42987
A Low Down Dirty Shameæ,100,322,534,851,2,10000000,1994,543,5.8,1.85,368,3924
Swimfanæ,85,21,782,931,0,8500000,2002,855,5,2.35,720,16300
Employee of the Monthæ,103,27,534,1000,2,12000000,2006,809,5.5,1.85,0,37681
Can't Hardly Waitæ,100,4,678,982,4,10000000,1998,945,6.5,1.85,0,37885
The Outsidersæ,114,0,699,10000,0,10000000,1983,919,7.2,2.35,10000,57363
Pete's Dragonæ,102,38,190,3000,0,65000000,2016,424,7.3,2.35,21000,408
The Dead Zoneæ,103,0,275,1000,0,10000000,1983,278,7.2,1.85,0,44804
Sinister 2æ,97,11,220,1000,0,10000000,2015,412,5.2,2.35,13000,25210
Sparkleæ,116,70,706,1000,7,17000000,2012,876,5.7,2.35,0,5161
Valentineæ,96,9,448,690,1,10000000,2001,533,4.7,2.35,0,20467
The Fourth Kindæ,98,58,242,14000,0,10000000,2009,537,5.9,2.35,15000,63108
A Prairie Home Companionæ,105,500,718,11000,8,10000000,2006,912,6.8,2.35,683,19655
Sugar Hillæ,123,5,338,556,1,10000000,1993,475,5.9,1.85,331,3119
Invasion U.S.A.æ,107,17,53,371,1,10000000,1985,324,5.3,1.85,0,6143
Roll Bounceæ,112,92,826,2000,0,,2005,918,6,2.35,997,5585
Rushmoreæ,93,0,766,13000,2,9000000,1998,933,7.7,2.35,5000,134458
Skylineæ,97,25,861,929,0,10000000,2010,927,4.4,2.35,13000,76199
The Second Best Exotic Marigold Hotelæ,122,108,111,220,6,10000000,2015,186,6.6,2.35,21000,22369
Kit Kittredge: An American Girlæ,101,22,558,918,1,10000000,2008,624,6.7,1.85,851,4719
The Perfect Manæ,100,15,804,1000,3,25000000,2005,962,5.5,1.85,767,23527
Mo' Better Bluesæ,129,0,203,18000,1,10000000,1990,269,6.5,1.85,720,8295
Kung Pow: Enter the Fistæ,81,176,39,176,1,10000000,2002,67,6.2,2.35,0,37901
Tremorsæ,96,31,536,651,0,11000000,1990,610,7.1,1.85,11000,90070
Wrong Turnæ,84,36,648,2000,1,12600000,2003,683,6.1,1.85,0,87494
The Long Ridersæ,100,394,695,2000,0,10000000,1980,926,7.1,1.85,680,7322
The Corruptoræ,110,164,45,258,2,30000000,1999,218,6,2.35,328,15358
Mudæ,130,337,820,11000,1,10000000,2012,1000,7.4,2.35,27000,135286
Reno 911!: Miamiæ,84,134,307,655,2,10000000,2007,651,5.9,1.85,441,23928
One Direction: This Is Usæ,106,293,547,773,11,10000000,2013,734,4.1,1.85,0,22161
"The Goods: Live Hard, Sell Hardæ",89,23,503,839,5,,2009,700,5.8,1.85,0,17790
Hey Arnold! The Movieæ,76,14,636,1000,0,3000000,2002,811,5.9,1.85,227,4564
My Week with Marilynæ,99,64,918,13000,1,6400000,2011,2000,7,2.35,17000,71679
The Matadoræ,96,47,442,3000,0,10000000,2005,497,6.8,2.35,808,40514
Love Jonesæ,104,28,582,962,0,10000000,1997,826,7.4,1.85,1000,2801
The Giftæ,108,0,458,1000,1,5000000,2015,562,7.1,2.35,15000,79909
End of the Spearæ,108,2,30,772,3,10000000,2005,232,7,2.35,1000,4360
Get Over Itæ,87,13,869,15000,1,22000000,2001,4000,5.8,2.35,0,15617
Office Spaceæ,89,406,759,989,0,10000000,1999,939,7.8,1.85,16000,200293
Drop Dead Gorgeousæ,97,31,551,4000,0,10000000,1999,980,6.5,1.85,0,27265
Big Eyesæ,106,13000,309,11000,3,10000000,2014,430,7,1.85,20000,55539
Very Bad Thingsæ,100,532,711,4000,0,10000000,1998,796,6.3,1.85,0,39331
Sleepoveræ,89,18,2000,7000,9,10000000,2004,2000,5.3,1.85,0,12706
Body Doubleæ,114,0,298,537,0,10000000,1984,376,6.8,1.85,0,20113
MacGruberæ,95,434,472,1000,3,10000000,2010,622,5.5,2.35,0,35888
Dirty Pretty Thingsæ,97,350,250,460,1,10000000,2002,372,7.4,1.85,0,34848
Movie 43æ,94,0,3000,20000,10,6000000,2013,14000,4.3,1.85,25000,79146
The Touristæ,103,207,3000,40000,0,100000000,2010,11000,6,2.35,25000,176606
Over Her Dead Bodyæ,95,4,655,939,0,10000000,2008,702,5.2,2.35,518,21268
Seeking a Friend for the End of the Worldæ,101,63,172,7000,2,10000000,2012,353,6.7,2.35,25000,87203
Cedar Rapidsæ,87,44,727,1000,1,,2011,939,6.3,1.85,0,32697
Bonesæ            ,40,,476,1000,2,,,722,7.9,1.78,0,111506
American History Xæ,101,194,602,1000,2,7500000,1998,816,8.6,1.85,35000,782437
The Collectionæ,82,87,444,1000,0,10000000,2012,581,6.1,2.35,14000,36029
Teacher's Petæ,74,0,719,886,0,10000000,2004,808,5.8,1.85,49,1231
The Red Violinæ,130,63,2,24,3,10000000,1998,3,7.7,1.85,0,26832
The Straight Storyæ,112,0,201,874,0,10000000,1999,262,8,2.35,0,63733
Deuces Wildæ,96,9,934,12000,1,10000000,2002,11000,5.6,2.35,398,6200
Bad Wordsæ,89,0,322,628,0,10000000,2013,497,6.7,2.35,0,38459
"Run, Fatboy, Runæ",100,0,231,427,0,,2007,269,6.6,2.35,0,58509
Heartbeepsæ,78,13,378,753,0,10000000,1981,695,4.2,2.35,425,1040
Black or Whiteæ,121,57,664,1000,2,9000000,2014,837,6.6,2.35,0,8058
On the Lineæ,85,49,401,719,2,16000000,2001,405,4.1,1.85,0,3662
Rescue Dawnæ,120,0,294,23000,0,10000000,2006,342,7.3,1.85,0,84641
Danny Collinsæ,106,102,970,14000,0,10000000,2015,3000,7.1,,0,20810
"Jeff, Who Lives at Homeæ",83,157,581,2000,5,10000000,2011,616,6.5,1.85,0,56005
I Am Loveæ,120,64,72,144,1,10000000,2009,110,7,1.85,0,14031
Atlas Shrugged II: The Strikeæ,111,60,699,823,0,10000000,2012,759,5.5,2.35,0,5612
Romeo Is Bleedingæ,100,34,541,10000,1,11500000,1993,721,6.6,1.85,561,10735
The Limeyæ,89,0,132,402,0,9000000,1999,296,7.1,1.85,944,24412
Crashæ,115,549,911,3000,0,6500000,2004,912,7.9,2.35,18000,361169
The House of Mirthæ,135,25,553,902,0,10000000,2000,576,7.1,2.35,345,6377
Maloneæ,92,4,311,754,4,10000000,1987,324,5.6,1.85,208,1768
Peaceful Warrioræ,120,108,400,634,1,10000000,2006,436,7.3,2.35,0,20426
Bucky Larson: Born to Be a Staræ,97,105,269,982,1,10000000,2011,503,3.3,1.85,0,9541
Bamboozledæ,135,0,851,1000,0,10000000,2000,975,6.5,1.85,1000,8720
The Forestæ,93,4,4,533,1,10000000,2016,35,4.8,1.85,10000,20837
Sphinxæ,118,76,249,902,0,14000000,1981,488,5.2,2.35,106,892
While We're Youngæ,97,387,64,6000,2,10000000,2014,139,6.3,1.85,0,30325
A Better Lifeæ,98,129,221,749,0,10000000,2011,252,7.2,1.85,0,13174
Spideræ,98,0,258,530,0,8000000,2002,387,6.8,1.78,0,30096
Gun Shyæ,101,3,826,14000,0,10000000,2000,1000,5.7,1.85,242,5936
Nicholas Nicklebyæ,132,41,1000,16000,1,10000000,2002,11000,7.2,2.35,0,9395
The Icemanæ,106,34,683,11000,1,10000000,2012,11000,6.9,1.85,20000,55567
Dekalogæ            ,55,,2,20,0,,,3,9.1,1.33,0,12591
Krrishæ,168,53,45,307,0,10000000,2006,200,6.3,2.35,533,12411
Cecil B. DeMentedæ,87,0,503,975,2,10000000,2000,537,6.2,1.85,795,11403
Killer Joeæ,98,607,251,11000,0,11000000,2011,414,6.7,1.85,12000,59297
The Jonesesæ,96,17,688,2000,4,5000000,2009,989,6.5,2.35,0,33473
Owning Mahownyæ,104,23,232,22000,1,10000000,2003,893,7.2,2.35,0,10585
The Brothers Solomonæ,93,0,622,966,2,10000000,2007,799,5.3,1.85,319,9517
My Blueberry Nightsæ,95,0,20,20000,3,10000000,2007,329,6.7,2.35,0,44208
Illuminataæ,119,0,54,816,0,,1998,623,6.2,1.85,74,1402
Swept Awayæ,89,0,119,990,0,10000000,2002,711,3.6,1.85,725,13145
"War, Inc.æ",107,0,91,603,3,10000000,2008,175,5.7,1.78,883,20008
Shaolin Socceræ,85,0,51,478,2,10000000,2001,83,7.3,1.85,0,56923
The Brown Bunnyæ,93,787,0,787,0,10000000,2003,96,5,1.66,952,11487
The Swindleæ,101,324,28,678,0,60000000,1997,541,6.6,1.66,33,1649
Rosewateræ,103,593,241,374,0,5000000,2014,362,6.6,1.85,5000,8307
The Chambermaid on the Titanicæ,101,163,34,837,1,,1997,130,6.8,2.35,85,1135
Coriolanusæ,123,0,131,18000,0,,2011,451,6.2,2.35,12000,27009
Imaginary Heroesæ,111,24,83,374,2,4000000,2004,181,7.3,2.35,345,8708
High Heels and Low Lifesæ,86,302,428,893,2,10000000,2001,798,6.2,1.85,117,3080
World's Greatest Dadæ,99,800,334,49000,1,,2009,640,6.9,1.85,0,31964
Severanceæ,90,76,345,798,0,5000000,2006,769,6.6,1.85,0,31890
Edmondæ,82,216,885,1000,1,10000000,2005,922,6.3,1.85,661,9971
Welcome to the Rileysæ,110,26,146,17000,3,,2010,793,7,1.85,0,19979
Police Academy: Mission to Moscowæ,83,3,421,16000,0,6200000,1994,542,3.3,1.85,321,24958
Blood Done Sign My Nameæ,128,11,553,665,0,,2010,664,6.7,2.35,503,465
"Cinco de Mayo, La Batallaæ",125,21,36,78,1,10000000,2013,61,6.2,,874,683
Elsa & Fredæ,97,53,499,962,0,10000000,2014,545,6.5,2.35,0,2041
An Alan Smithee Film: Burn Hollywood Burnæ,86,71,385,795,0,10000000,1997,474,3.5,1.85,89,2971
The Open Roadæ,91,7,875,12000,2,10000000,2009,3000,5.5,2.35,370,2941
The Good Guyæ,90,0,617,806,2,8000000,2009,690,5.9,1.85,1000,7759
Motherhoodæ,90,8,495,1000,1,5000000,2009,893,4.7,1.85,546,3662
Free Styleæ,94,50,422,835,3,,2008,632,4.2,1.85,58,361
Strangerlandæ,112,93,51,147,0,10000000,2015,52,5.2,2.39,0,5637
The Janky Promotersæ,85,7,240,706,2,,2009,405,5.2,1.85,402,1097
Blonde Ambitionæ,93,7,611,906,1,10000000,2007,848,3.9,1.85,160,4995
The Oxford Murdersæ,104,275,102,439,4,10000000,2008,161,6.1,2.35,0,22753
The Reefæ,94,10,72,122,0,,2010,109,5.8,2.35,0,11950
Eulogyæ,85,0,742,11000,6,6500000,2004,826,6.7,1.85,376,7690
White Noise 2: The Lightæ,99,71,126,298,0,10000000,2007,258,5.7,2.35,509,11285
You Got Served: Beat the Worldæ,91,8,111,485,0,10000000,2011,152,4.5,2.35,0,1642
Fifty Dead Men Walkingæ,117,13,415,5000,1,6000000,2008,2000,6.9,2.35,0,9585
Jungle Shuffleæ,85,0,196,1000,0,10000000,2014,618,4.8,,186,162
Adam Resurrectedæ,106,261,520,30000,2,10000000,2008,744,6.3,2.35,589,3075
Of Horses and Menæ,81,4,5,63,0,10000000,2013,10,6.9,2.35,1000,1920
It's a Wonderful Afterlifeæ,100,98,95,1000,1,10000000,2010,891,5.4,2.35,695,1250
The Devil's Tombæ,90,110,711,1000,4,10000000,2009,898,3.8,1.85,486,5715
Partitionæ,116,24,46,183,2,10000000,2007,136,7,2.35,746,2223
Good Intentionsæ,84,5,482,670,5,10000000,2010,608,5.2,,119,553
"The Good, the Bad, the Weirdæ",135,419,7,398,0,10000000,2008,149,7.3,2.35,0,26156
Nurse 3Dæ,84,36,899,1000,0,10000000,2013,948,4.6,2.35,0,7286
Gunlessæ,89,3,499,764,1,10000000,2010,716,6.5,2.35,850,3015
Adventurelandæ,107,99,452,17000,6,,2009,985,6.8,1.85,0,131180
The Lost Cityæ,144,0,195,786,0,9600000,2005,228,6.7,1.85,957,8369
